texto,emocao
Não acredito que isso aconteceu!,4
"Uau, não esperava por isso!",4
Que surpresa incrível!,4
Estou chocado com a notícia.,4
Não acredito que isso aconteceu!,4
Que surpresa incrível!,4
Estou chocado com a notícia.,4
"Uau, não esperava por isso!",4
Isso foi totalmente inesperado.,4
Estou chocado com a notícia.,4
Não acredito que isso aconteceu!,4
Que surpresa incrível!,4
Que surpresa incrível!,4
Estou chocado com a notícia.,4
"Uau, não esperava por isso!",4
Isso foi totalmente inesperado.,4
Que surpresa incrível!,4
Não acredito que isso aconteceu!,4
Não acredito que isso aconteceu!,4
Estou chocado com a notícia.,4
"Uau, não esperava por isso!",4
Não acredito que isso aconteceu!,4
Não acredito que isso aconteceu!,4
"Uau, não esperava por isso!",4
Não acredito que isso aconteceu!,4
"Uau, não esperava por isso!",4
Que surpresa incrível!,4
Isso foi totalmente inesperado.,4
Que surpresa incrível!,4
"Uau, não esperava por isso!",4
Não acredito que isso aconteceu!,4
Que surpresa incrível!,4
Que surpresa incrível!,4
Isso foi totalmente inesperado.,4
Não acredito que isso aconteceu!,4
"Uau, não esperava por isso!",4
"Uau, não esperava por isso!",4
Que surpresa incrível!,4
Isso foi totalmente inesperado.,4
Isso foi totalmente inesperado.,4
Estou chocado com a notícia.,4
Estou chocado com a notícia.,4
Estou chocado com a notícia.,4
Que surpresa incrível!,4
Que surpresa incrível!,4
Isso foi totalmente inesperado.,4
Que surpresa incrível!,4
Estou chocado com a notícia.,4
Que surpresa incrível!,4
"Uau, não esperava por isso!",4
Estou chocado com a notícia.,4
Isso foi totalmente inesperado.,4
Estou chocado com a notícia.,4
Não acredito que isso aconteceu!,4
"Uau, não esperava por isso!",4
Não acredito que isso aconteceu!,4
Isso foi totalmente inesperado.,4
Isso foi totalmente inesperado.,4
Isso foi totalmente inesperado.,4
Que surpresa incrível!,4
Que surpresa incrível!,4
Isso foi totalmente inesperado.,4
Isso foi totalmente inesperado.,4
Estou chocado com a notícia.,4
"Uau, não esperava por isso!",4
Não acredito que isso aconteceu!,4
Não acredito que isso aconteceu!,4
Não acredito que isso aconteceu!,4
"Uau, não esperava por isso!",4
Não acredito que isso aconteceu!,4
"Uau, não esperava por isso!",4
Isso foi totalmente inesperado.,4
Isso foi totalmente inesperado.,4
Que surpresa incrível!,4
Que surpresa incrível!,4
"Uau, não esperava por isso!",4
Que surpresa incrível!,4
Estou chocado com a notícia.,4
Isso foi totalmente inesperado.,4
Que surpresa incrível!,4
Isso foi totalmente inesperado.,4
"Uau, não esperava por isso!",4
Não acredito que isso aconteceu!,4
Isso foi totalmente inesperado.,4
Estou chocado com a notícia.,4
"Uau, não esperava por isso!",4
Não acredito que isso aconteceu!,4
Que surpresa incrível!,4
Estou chocado com a notícia.,4
Que surpresa incrível!,4
Estou chocado com a notícia.,4
Não acredito que isso aconteceu!,4
Isso foi totalmente inesperado.,4
Que surpresa incrível!,4
Não acredito que isso aconteceu!,4
Que surpresa incrível!,4
"Uau, não esperava por isso!",4
Que surpresa incrível!,4
Estou chocado com a notícia.,4
Estou chocado com a notícia.,4
Isso foi totalmente inesperado.,4
Que surpresa incrível!,4
Estou chocado com a notícia.,4
Não acredito que isso aconteceu!,4
"Uau, não esperava por isso!",4
Não acredito que isso aconteceu!,4
Estou chocado com a notícia.,4
Estou chocado com a notícia.,4
Isso foi totalmente inesperado.,4
Estou chocado com a notícia.,4
Isso foi totalmente inesperado.,4
Estou chocado com a notícia.,4
Que surpresa incrível!,4
Isso foi totalmente inesperado.,4
Estou chocado com a notícia.,4
Estou chocado com a notícia.,4
Isso foi totalmente inesperado.,4
Isso foi totalmente inesperado.,4
Não acredito que isso aconteceu!,4
Isso foi totalmente inesperado.,4
Isso foi totalmente inesperado.,4
Não acredito que isso aconteceu!,4
Estou chocado com a notícia.,4
Estou chocado com a notícia.,4
Que surpresa incrível!,4
Isso foi totalmente inesperado.,4
Isso foi totalmente inesperado.,4
"Uau, não esperava por isso!",4
Não acredito que isso aconteceu!,4
Não acredito que isso aconteceu!,4
Isso foi totalmente inesperado.,4
Isso foi totalmente inesperado.,4
Que surpresa incrível!,4
Não acredito que isso aconteceu!,4
"Uau, não esperava por isso!",4
Estou chocado com a notícia.,4
Estou chocado com a notícia.,4
Que surpresa incrível!,4
Não acredito que isso aconteceu!,4
Não acredito que isso aconteceu!,4
Que surpresa incrível!,4
Que surpresa incrível!,4
Que surpresa incrível!,4
Que surpresa incrível!,4
Isso foi totalmente inesperado.,4
"Uau, não esperava por isso!",4
Isso foi totalmente inesperado.,4
Que surpresa incrível!,4
Isso foi totalmente inesperado.,4
Não acredito que isso aconteceu!,4
Isso foi totalmente inesperado.,4
"Uau, não esperava por isso!",4
Estou chocado com a notícia.,4
Que surpresa incrível!,4
Que surpresa incrível!,4
Que surpresa incrível!,4
Isso foi totalmente inesperado.,4
Isso foi totalmente inesperado.,4
Não acredito que isso aconteceu!,4
"Uau, não esperava por isso!",4
Isso foi totalmente inesperado.,4
Que surpresa incrível!,4
Não acredito que isso aconteceu!,4
Estou chocado com a notícia.,4
Que surpresa incrível!,4
Isso foi totalmente inesperado.,4
Isso foi totalmente inesperado.,4
Não acredito que isso aconteceu!,4
"Uau, não esperava por isso!",4
Isso foi totalmente inesperado.,4
Isso foi totalmente inesperado.,4
Estou chocado com a notícia.,4
"Uau, não esperava por isso!",4
Que surpresa incrível!,4
Isso foi totalmente inesperado.,4
"Uau, não esperava por isso!",4
"Uau, não esperava por isso!",4
Estou chocado com a notícia.,4
"Uau, não esperava por isso!",4
Não acredito que isso aconteceu!,4
"Uau, não esperava por isso!",4
Isso foi totalmente inesperado.,4
Isso foi totalmente inesperado.,4
Não acredito que isso aconteceu!,4
Que surpresa incrível!,4
Isso foi totalmente inesperado.,4
Estou chocado com a notícia.,4
Que surpresa incrível!,4
Estou chocado com a notícia.,4
Não acredito que isso aconteceu!,4
Estou chocado com a notícia.,4
"Uau, não esperava por isso!",4
Isso foi totalmente inesperado.,4
Que surpresa incrível!,4
"Uau, não esperava por isso!",4
Estou chocado com a notícia.,4
Que surpresa incrível!,4
Estou chocado com a notícia.,4
Isso foi totalmente inesperado.,4
Não acredito que isso aconteceu!,4
Que surpresa incrível!,4
"Uau, não esperava por isso!",4
Que surpresa incrível!,4
Isso foi totalmente inesperado.,4
"Uau, não esperava por isso!",4
Isso foi totalmente inesperado.,4
"Uau, não esperava por isso!",4
Estou chocado com a notícia.,4
Isso foi totalmente inesperado.,4
Estou chocado com a notícia.,4
"Uau, não esperava por isso!",4
Estou chocado com a notícia.,4
Que surpresa incrível!,4
Isso foi totalmente inesperado.,4
"Uau, não esperava por isso!",4
Isso foi totalmente inesperado.,4
Isso foi totalmente inesperado.,4
"Uau, não esperava por isso!",4
Que surpresa incrível!,4
"Uau, não esperava por isso!",4
Não acredito que isso aconteceu!,4
Isso foi totalmente inesperado.,4
Não acredito que isso aconteceu!,4
Que surpresa incrível!,4
Isso foi totalmente inesperado.,4
Que surpresa incrível!,4
"Uau, não esperava por isso!",4
Que surpresa incrível!,4
Estou chocado com a notícia.,4
Não acredito que isso aconteceu!,4
"Uau, não esperava por isso!",4
Isso foi totalmente inesperado.,4
"Uau, não esperava por isso!",4
Que surpresa incrível!,4
Que surpresa incrível!,4
"Uau, não esperava por isso!",4
Que surpresa incrível!,4
Não acredito que isso aconteceu!,4
Não acredito que isso aconteceu!,4
Isso foi totalmente inesperado.,4
Não acredito que isso aconteceu!,4
"Uau, não esperava por isso!",4
Isso foi totalmente inesperado.,4
Que surpresa incrível!,4
"Uau, não esperava por isso!",4
"Uau, não esperava por isso!",4
Isso foi totalmente inesperado.,4
"Uau, não esperava por isso!",4
"Uau, não esperava por isso!",4
Isso foi totalmente inesperado.,4
Que surpresa incrível!,4
"Uau, não esperava por isso!",4
Não acredito que isso aconteceu!,4
Isso foi totalmente inesperado.,4
Não acredito que isso aconteceu!,4
Que surpresa incrível!,4
Que surpresa incrível!,4
Estou chocado com a notícia.,4
Não acredito que isso aconteceu!,4
Não acredito que isso aconteceu!,4
Que surpresa incrível!,4
Estou chocado com a notícia.,4
Isso foi totalmente inesperado.,4
Que surpresa incrível!,4
Que surpresa incrível!,4
Que surpresa incrível!,4
Não acredito que isso aconteceu!,4
Isso foi totalmente inesperado.,4
Estou chocado com a notícia.,4
Que surpresa incrível!,4
"Uau, não esperava por isso!",4
Que surpresa incrível!,4
Que surpresa incrível!,4
Não acredito que isso aconteceu!,4
Que surpresa incrível!,4
Não acredito que isso aconteceu!,4
Isso foi totalmente inesperado.,4
"Uau, não esperava por isso!",4
"Uau, não esperava por isso!",4
Que surpresa incrível!,4
"Uau, não esperava por isso!",4
Estou chocado com a notícia.,4
Estou chocado com a notícia.,4
Estou chocado com a notícia.,4
"Uau, não esperava por isso!",4
"Uau, não esperava por isso!",4
"Uau, não esperava por isso!",4
Estou chocado com a notícia.,4
Que surpresa incrível!,4
Não acredito que isso aconteceu!,4
Isso foi totalmente inesperado.,4
Que surpresa incrível!,4
Que surpresa incrível!,4
"Uau, não esperava por isso!",4
"Uau, não esperava por isso!",4
Que surpresa incrível!,4
"Uau, não esperava por isso!",4
"Uau, não esperava por isso!",4
"Uau, não esperava por isso!",4
Isso foi totalmente inesperado.,4
Não acredito que isso aconteceu!,4
Não acredito que isso aconteceu!,4
Isso foi totalmente inesperado.,4
Que surpresa incrível!,4
Não acredito que isso aconteceu!,4
"Uau, não esperava por isso!",4
Isso foi totalmente inesperado.,4
"Uau, não esperava por isso!",4
Não acredito que isso aconteceu!,4
Que surpresa incrível!,4
Isso foi totalmente inesperado.,4
Estou decepcionado com o resultado.,5
É um dia muito difícil para mim.,5
É um dia muito difícil para mim.,5
Estou me sentindo triste hoje.,5
Sinto vontade de chorar.,5
É um dia muito difícil para mim.,5
Isso partiu meu coração.,5
Sinto vontade de chorar.,5
É um dia muito difícil para mim.,5
Sinto vontade de chorar.,5
Estou decepcionado com o resultado.,5
Isso partiu meu coração.,5
Sinto vontade de chorar.,5
Estou me sentindo triste hoje.,5
Sinto vontade de chorar.,5
Estou me sentindo triste hoje.,5
Isso partiu meu coração.,5
É um dia muito difícil para mim.,5
Sinto vontade de chorar.,5
Isso partiu meu coração.,5
Estou me sentindo triste hoje.,5
É um dia muito difícil para mim.,5
Estou me sentindo triste hoje.,5
Sinto vontade de chorar.,5
Sinto vontade de chorar.,5
É um dia muito difícil para mim.,5
Sinto vontade de chorar.,5
Estou me sentindo triste hoje.,5
Estou decepcionado com o resultado.,5
Isso partiu meu coração.,5
Isso partiu meu coração.,5
Estou decepcionado com o resultado.,5
Sinto vontade de chorar.,5
Estou decepcionado com o resultado.,5
Sinto vontade de chorar.,5
Estou me sentindo triste hoje.,5
Isso partiu meu coração.,5
Isso partiu meu coração.,5
Isso partiu meu coração.,5
Isso partiu meu coração.,5
Estou me sentindo triste hoje.,5
É um dia muito difícil para mim.,5
Sinto vontade de chorar.,5
É um dia muito difícil para mim.,5
Sinto vontade de chorar.,5
Estou me sentindo triste hoje.,5
Isso partiu meu coração.,5
Sinto vontade de chorar.,5
Estou me sentindo triste hoje.,5
Isso partiu meu coração.,5
Estou decepcionado com o resultado.,5
Estou me sentindo triste hoje.,5
Estou me sentindo triste hoje.,5
Estou decepcionado com o resultado.,5
Estou decepcionado com o resultado.,5
Estou me sentindo triste hoje.,5
Estou me sentindo triste hoje.,5
Estou decepcionado com o resultado.,5
Sinto vontade de chorar.,5
Estou me sentindo triste hoje.,5
Estou me sentindo triste hoje.,5
Sinto vontade de chorar.,5
Estou decepcionado com o resultado.,5
Sinto vontade de chorar.,5
Isso partiu meu coração.,5
Isso partiu meu coração.,5
Sinto vontade de chorar.,5
É um dia muito difícil para mim.,5
Isso partiu meu coração.,5
Sinto vontade de chorar.,5
Estou decepcionado com o resultado.,5
Isso partiu meu coração.,5
Estou decepcionado com o resultado.,5
Estou me sentindo triste hoje.,5
Estou me sentindo triste hoje.,5
Estou decepcionado com o resultado.,5
Estou decepcionado com o resultado.,5
Isso partiu meu coração.,5
Sinto vontade de chorar.,5
Isso partiu meu coração.,5
É um dia muito difícil para mim.,5
Isso partiu meu coração.,5
Sinto vontade de chorar.,5
Isso partiu meu coração.,5
Estou decepcionado com o resultado.,5
Estou decepcionado com o resultado.,5
Estou decepcionado com o resultado.,5
Estou me sentindo triste hoje.,5
Sinto vontade de chorar.,5
É um dia muito difícil para mim.,5
Estou decepcionado com o resultado.,5
Sinto vontade de chorar.,5
Isso partiu meu coração.,5
Estou decepcionado com o resultado.,5
Estou decepcionado com o resultado.,5
É um dia muito difícil para mim.,5
Estou decepcionado com o resultado.,5
É um dia muito difícil para mim.,5
É um dia muito difícil para mim.,5
Estou decepcionado com o resultado.,5
Estou decepcionado com o resultado.,5
Estou me sentindo triste hoje.,5
Estou decepcionado com o resultado.,5
Estou me sentindo triste hoje.,5
É um dia muito difícil para mim.,5
Estou decepcionado com o resultado.,5
É um dia muito difícil para mim.,5
Estou me sentindo triste hoje.,5
Estou me sentindo triste hoje.,5
Isso partiu meu coração.,5
Isso partiu meu coração.,5
Estou decepcionado com o resultado.,5
Estou decepcionado com o resultado.,5
Estou me sentindo triste hoje.,5
Estou me sentindo triste hoje.,5
Isso partiu meu coração.,5
Sinto vontade de chorar.,5
Isso partiu meu coração.,5
Sinto vontade de chorar.,5
Sinto vontade de chorar.,5
Estou me sentindo triste hoje.,5
Sinto vontade de chorar.,5
Estou decepcionado com o resultado.,5
Estou decepcionado com o resultado.,5
É um dia muito difícil para mim.,5
Estou decepcionado com o resultado.,5
Sinto vontade de chorar.,5
É um dia muito difícil para mim.,5
Estou me sentindo triste hoje.,5
É um dia muito difícil para mim.,5
Estou decepcionado com o resultado.,5
Sinto vontade de chorar.,5
Sinto vontade de chorar.,5
Estou decepcionado com o resultado.,5
É um dia muito difícil para mim.,5
Estou me sentindo triste hoje.,5
É um dia muito difícil para mim.,5
É um dia muito difícil para mim.,5
Estou decepcionado com o resultado.,5
Estou decepcionado com o resultado.,5
Estou me sentindo triste hoje.,5
Estou decepcionado com o resultado.,5
Estou me sentindo triste hoje.,5
É um dia muito difícil para mim.,5
Estou me sentindo triste hoje.,5
É um dia muito difícil para mim.,5
Estou decepcionado com o resultado.,5
Estou decepcionado com o resultado.,5
É um dia muito difícil para mim.,5
É um dia muito difícil para mim.,5
É um dia muito difícil para mim.,5
Sinto vontade de chorar.,5
Isso partiu meu coração.,5
Isso partiu meu coração.,5
Estou me sentindo triste hoje.,5
É um dia muito difícil para mim.,5
Isso partiu meu coração.,5
Estou me sentindo triste hoje.,5
É um dia muito difícil para mim.,5
Isso partiu meu coração.,5
Sinto vontade de chorar.,5
Estou me sentindo triste hoje.,5
Estou me sentindo triste hoje.,5
Estou me sentindo triste hoje.,5
Estou decepcionado com o resultado.,5
Isso partiu meu coração.,5
Estou me sentindo triste hoje.,5
Estou me sentindo triste hoje.,5
É um dia muito difícil para mim.,5
Estou me sentindo triste hoje.,5
Isso partiu meu coração.,5
Sinto vontade de chorar.,5
Isso partiu meu coração.,5
Sinto vontade de chorar.,5
Estou decepcionado com o resultado.,5
É um dia muito difícil para mim.,5
Estou me sentindo triste hoje.,5
Estou decepcionado com o resultado.,5
Estou me sentindo triste hoje.,5
Isso partiu meu coração.,5
Estou me sentindo triste hoje.,5
Estou decepcionado com o resultado.,5
É um dia muito difícil para mim.,5
Isso partiu meu coração.,5
É um dia muito difícil para mim.,5
Estou decepcionado com o resultado.,5
Estou decepcionado com o resultado.,5
Estou decepcionado com o resultado.,5
Sinto vontade de chorar.,5
Isso partiu meu coração.,5
É um dia muito difícil para mim.,5
Sinto vontade de chorar.,5
É um dia muito difícil para mim.,5
Estou me sentindo triste hoje.,5
Estou decepcionado com o resultado.,5
Sinto vontade de chorar.,5
Sinto vontade de chorar.,5
É um dia muito difícil para mim.,5
É um dia muito difícil para mim.,5
Estou me sentindo triste hoje.,5
Isso partiu meu coração.,5
Estou decepcionado com o resultado.,5
É um dia muito difícil para mim.,5
Sinto vontade de chorar.,5
É um dia muito difícil para mim.,5
Estou me sentindo triste hoje.,5
Sinto vontade de chorar.,5
Estou decepcionado com o resultado.,5
Estou decepcionado com o resultado.,5
Isso partiu meu coração.,5
Estou me sentindo triste hoje.,5
Estou me sentindo triste hoje.,5
Estou decepcionado com o resultado.,5
É um dia muito difícil para mim.,5
Sinto vontade de chorar.,5
Estou me sentindo triste hoje.,5
Isso partiu meu coração.,5
Sinto vontade de chorar.,5
Estou me sentindo triste hoje.,5
Estou me sentindo triste hoje.,5
É um dia muito difícil para mim.,5
É um dia muito difícil para mim.,5
É um dia muito difícil para mim.,5
Isso partiu meu coração.,5
Estou decepcionado com o resultado.,5
Isso partiu meu coração.,5
Estou me sentindo triste hoje.,5
Estou decepcionado com o resultado.,5
É um dia muito difícil para mim.,5
Estou decepcionado com o resultado.,5
Estou decepcionado com o resultado.,5
Estou decepcionado com o resultado.,5
Isso partiu meu coração.,5
Sinto vontade de chorar.,5
É um dia muito difícil para mim.,5
Estou decepcionado com o resultado.,5
Isso partiu meu coração.,5
Estou me sentindo triste hoje.,5
Sinto vontade de chorar.,5
Estou decepcionado com o resultado.,5
É um dia muito difícil para mim.,5
Estou me sentindo triste hoje.,5
Isso partiu meu coração.,5
Estou me sentindo triste hoje.,5
Sinto vontade de chorar.,5
Estou decepcionado com o resultado.,5
Estou me sentindo triste hoje.,5
Isso partiu meu coração.,5
Estou decepcionado com o resultado.,5
É um dia muito difícil para mim.,5
Estou me sentindo triste hoje.,5
Estou me sentindo triste hoje.,5
Estou decepcionado com o resultado.,5
Isso partiu meu coração.,5
Isso partiu meu coração.,5
Estou decepcionado com o resultado.,5
Sinto vontade de chorar.,5
Sinto vontade de chorar.,5
É um dia muito difícil para mim.,5
Estou decepcionado com o resultado.,5
É um dia muito difícil para mim.,5
É um dia muito difícil para mim.,5
Estou me sentindo triste hoje.,5
É um dia muito difícil para mim.,5
É um dia muito difícil para mim.,5
Estou me sentindo triste hoje.,5
Estou decepcionado com o resultado.,5
Sinto vontade de chorar.,5
Estou decepcionado com o resultado.,5
Sinto vontade de chorar.,5
Isso partiu meu coração.,5
Isso partiu meu coração.,5
Isso partiu meu coração.,5
Isso partiu meu coração.,5
É um dia muito difícil para mim.,5
Estou me sentindo triste hoje.,5
Sinto vontade de chorar.,5
Estou me sentindo triste hoje.,5
Isso partiu meu coração.,5
Estou me sentindo triste hoje.,5
Estou decepcionado com o resultado.,5
Sinto vontade de chorar.,5
Estou decepcionado com o resultado.,5
É um dia muito difícil para mim.,5
Estou decepcionado com o resultado.,5
Sinto vontade de chorar.,5
É um dia muito difícil para mim.,5
Sinto vontade de chorar.,5
Isso partiu meu coração.,5
Estou me sentindo triste hoje.,5
É um dia muito difícil para mim.,5
Estou me sentindo triste hoje.,5
É um dia muito difícil para mim.,5
É um dia muito difícil para mim.,5
Estou me sentindo triste hoje.,5
Estou me sentindo triste hoje.,5
Sinto vontade de chorar.,5
Estou decepcionado com o resultado.,5
Sinto vontade de chorar.,5
É um dia muito difícil para mim.,5
Isso partiu meu coração.,5
Isso partiu meu coração.,5
É um dia muito difícil para mim.,5
Sinto vontade de chorar.,5
É um dia muito difícil para mim.,5
Isso partiu meu coração.,5
Isso partiu meu coração.,5
Estou me sentindo triste hoje.,5
Estou decepcionado com o resultado.,5
Estou decepcionado com o resultado.,5
É um dia muito difícil para mim.,5
Sinto vontade de chorar.,5
Sinto vontade de chorar.,5
É um dia muito difícil para mim.,5
Estou decepcionado com o resultado.,5
Estou decepcionado com o resultado.,5
Isso partiu meu coração.,5
É um dia muito difícil para mim.,5
É um dia muito difícil para mim.,5
Sinto vontade de chorar.,5
É um dia muito difícil para mim.,5
Estou me sentindo triste hoje.,5
Estou me sentindo triste hoje.,5
É um dia muito difícil para mim.,5
Estou decepcionado com o resultado.,5
Estou me sentindo triste hoje.,5
Isso partiu meu coração.,5
Estou me sentindo triste hoje.,5
É um dia muito difícil para mim.,5
Isso partiu meu coração.,5
Estou decepcionado com o resultado.,5
Isso partiu meu coração.,5
Sinto vontade de chorar.,5
Estou me sentindo triste hoje.,5
Sinto vontade de chorar.,5
É um dia muito difícil para mim.,5
Estou decepcionado com o resultado.,5
Estou me sentindo triste hoje.,5
Estou me sentindo triste hoje.,5
Estou me sentindo triste hoje.,5
Estou me sentindo triste hoje.,5
É um dia muito difícil para mim.,5
Isso partiu meu coração.,5
Sinto vontade de chorar.,5
Estou decepcionado com o resultado.,5
Sinto vontade de chorar.,5
Isso partiu meu coração.,5
Estou me sentindo triste hoje.,5
Isso partiu meu coração.,5
Sinto vontade de chorar.,5
Sinto vontade de chorar.,5
Sinto vontade de chorar.,5
Isso partiu meu coração.,5
Estou me sentindo triste hoje.,5
Estou decepcionado com o resultado.,5
É um dia muito difícil para mim.,5
Estou me sentindo triste hoje.,5
É um dia muito difícil para mim.,5
Estou decepcionado com o resultado.,5
É um dia muito difícil para mim.,5
Sinto vontade de chorar.,5
Estou decepcionado com o resultado.,5
Isso partiu meu coração.,5
Estou decepcionado com o resultado.,5
Estou me sentindo triste hoje.,5
Estou me sentindo triste hoje.,5
Isso partiu meu coração.,5
Isso partiu meu coração.,5
Estou decepcionado com o resultado.,5
Estou me sentindo triste hoje.,5
É um dia muito difícil para mim.,5
Estou me sentindo triste hoje.,5
É um dia muito difícil para mim.,5
Estou decepcionado com o resultado.,5
Sinto vontade de chorar.,5
Estou me sentindo triste hoje.,5
Sinto vontade de chorar.,5
Estou me sentindo triste hoje.,5
Isso partiu meu coração.,5
É um dia muito difícil para mim.,5
Estou decepcionado com o resultado.,5
Sinto vontade de chorar.,5
Isso partiu meu coração.,5
Estou me sentindo triste hoje.,5
Estou decepcionado com o resultado.,5
Estou me sentindo triste hoje.,5
É um dia muito difícil para mim.,5
Isso partiu meu coração.,5
Estou decepcionado com o resultado.,5
Sinto vontade de chorar.,5
Isso partiu meu coração.,5
Estou decepcionado com o resultado.,5
Estou me sentindo triste hoje.,5
Sinto vontade de chorar.,5
Isso partiu meu coração.,5
É um dia muito difícil para mim.,5
Estou decepcionado com o resultado.,5
Isso partiu meu coração.,5
Estou decepcionado com o resultado.,5
Isso partiu meu coração.,5
Estou me sentindo triste hoje.,5
Sinto vontade de chorar.,5
É um dia muito difícil para mim.,5
Estou me sentindo triste hoje.,5
Estou decepcionado com o resultado.,5
É um dia muito difícil para mim.,5
Estou me sentindo triste hoje.,5
Isso partiu meu coração.,5
Sinto vontade de chorar.,5
É um dia muito difícil para mim.,5
Sinto vontade de chorar.,5
Isso partiu meu coração.,5
Sinto vontade de chorar.,5
É um dia muito difícil para mim.,5
É um dia muito difícil para mim.,5
Isso partiu meu coração.,5
Sinto vontade de chorar.,5
Estou me sentindo triste hoje.,5
Estou me sentindo triste hoje.,5
É um dia muito difícil para mim.,5
Sinto vontade de chorar.,5
Estou me sentindo triste hoje.,5
Estou me sentindo triste hoje.,5
Sinto vontade de chorar.,5
Estou me sentindo triste hoje.,5
Isso partiu meu coração.,5
É um dia muito difícil para mim.,5
Estou me sentindo triste hoje.,5
Estou me sentindo triste hoje.,5
Estou me sentindo triste hoje.,5
É um dia muito difícil para mim.,5
Estou decepcionado com o resultado.,5
É um dia muito difícil para mim.,5
Isso partiu meu coração.,5
Estou me sentindo triste hoje.,5
É um dia muito difícil para mim.,5
É um dia muito difícil para mim.,5
Sinto vontade de chorar.,5
Estou decepcionado com o resultado.,5
É um dia muito difícil para mim.,5
Estou me sentindo triste hoje.,5
Estou decepcionado com o resultado.,5
Sinto vontade de chorar.,5
Estou me sentindo triste hoje.,5
Sinto vontade de chorar.,5
Estou decepcionado com o resultado.,5
Isso partiu meu coração.,5
Isso partiu meu coração.,5
É um dia muito difícil para mim.,5
Isso partiu meu coração.,5
Isso partiu meu coração.,5
Estou me sentindo triste hoje.,5
Estou me sentindo triste hoje.,5
Isso partiu meu coração.,5
Estou me sentindo triste hoje.,5
Estou me sentindo triste hoje.,5
É um dia muito difícil para mim.,5
Isso partiu meu coração.,5
Estou decepcionado com o resultado.,5
É um dia muito difícil para mim.,5
Estou me sentindo triste hoje.,5
Estou decepcionado com o resultado.,5
Estou decepcionado com o resultado.,5
Estou decepcionado com o resultado.,5
Estou me sentindo triste hoje.,5
Sinto vontade de chorar.,5
Isso partiu meu coração.,5
Estou decepcionado com o resultado.,5
Estou decepcionado com o resultado.,5
Sinto vontade de chorar.,5
Estou decepcionado com o resultado.,5
Estou me sentindo triste hoje.,5
É um dia muito difícil para mim.,5
Sinto vontade de chorar.,5
É um dia muito difícil para mim.,5
Estou me sentindo triste hoje.,5
Estou me sentindo triste hoje.,5
É um dia muito difícil para mim.,5
Estou me sentindo triste hoje.,5
Isso partiu meu coração.,5
É um dia muito difícil para mim.,5
Sinto vontade de chorar.,5
É um dia muito difícil para mim.,5
Sinto vontade de chorar.,5
É um dia muito difícil para mim.,5
Estou me sentindo triste hoje.,5
É um dia muito difícil para mim.,5
Sinto vontade de chorar.,5
Sinto vontade de chorar.,5
Estou decepcionado com o resultado.,5
Estou me sentindo triste hoje.,5
Estou decepcionado com o resultado.,5
Sinto vontade de chorar.,5
Estou decepcionado com o resultado.,5
Sinto vontade de chorar.,5
Isso partiu meu coração.,5
Sinto vontade de chorar.,5
Sinto vontade de chorar.,5
Estou decepcionado com o resultado.,5
Isso partiu meu coração.,5
Estou decepcionado com o resultado.,5
Estou me sentindo triste hoje.,5
Sinto vontade de chorar.,5
É um dia muito difícil para mim.,5
Sinto vontade de chorar.,5
É um dia muito difícil para mim.,5
Sinto vontade de chorar.,5
Estou me sentindo triste hoje.,5
Isso partiu meu coração.,5
Estou decepcionado com o resultado.,5
Sinto vontade de chorar.,5
Sinto vontade de chorar.,5
Isso partiu meu coração.,5
Isso partiu meu coração.,5
É um dia muito difícil para mim.,5
Isso partiu meu coração.,5
Isso partiu meu coração.,5
Estou me sentindo triste hoje.,5
Estou decepcionado com o resultado.,5
Estou me sentindo triste hoje.,5
Estou me sentindo triste hoje.,5
Estou me sentindo triste hoje.,5
É um dia muito difícil para mim.,5
Isso partiu meu coração.,5
É um dia muito difícil para mim.,5
Sinto vontade de chorar.,5
Estou decepcionado com o resultado.,5
Estou me sentindo triste hoje.,5
É um dia muito difícil para mim.,5
Estou decepcionado com o resultado.,5
É um dia muito difícil para mim.,5
Estou me sentindo triste hoje.,5
Isso partiu meu coração.,5
É um dia muito difícil para mim.,5
É um dia muito difícil para mim.,5
Sinto vontade de chorar.,5
É um dia muito difícil para mim.,5
Estou decepcionado com o resultado.,5
Isso partiu meu coração.,5
Isso partiu meu coração.,5
Estou decepcionado com o resultado.,5
Estou me sentindo triste hoje.,5
Sinto vontade de chorar.,5
Sinto vontade de chorar.,5
Sinto vontade de chorar.,5
Sinto vontade de chorar.,5
Sinto vontade de chorar.,5
É um dia muito difícil para mim.,5
Isso partiu meu coração.,5
Estou me sentindo triste hoje.,5
Isso partiu meu coração.,5
Estou decepcionado com o resultado.,5
Estou me sentindo triste hoje.,5
Sinto vontade de chorar.,5
Sinto vontade de chorar.,5
Isso partiu meu coração.,5
Sinto vontade de chorar.,5
Estou me sentindo triste hoje.,5
É um dia muito difícil para mim.,5
É um dia muito difícil para mim.,5
Isso partiu meu coração.,5
Sinto vontade de chorar.,5
Estou decepcionado com o resultado.,5
Estou me sentindo triste hoje.,5
Estou me sentindo triste hoje.,5
É um dia muito difícil para mim.,5
Sinto vontade de chorar.,5
Sinto vontade de chorar.,5
Sinto vontade de chorar.,5
Isso partiu meu coração.,5
Sinto vontade de chorar.,5
É um dia muito difícil para mim.,5
É um dia muito difícil para mim.,5
Isso partiu meu coração.,5
Estou me sentindo triste hoje.,5
Estou me sentindo triste hoje.,5
Sinto vontade de chorar.,5
